;FEATURES;TRAIN DATE;TEST DATE;MODEL;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY;NORMALIZATION;TRAINING_TIME;TEST_TIME;mape;mae
211;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;168;zscore;201.8920125961304;0.0556845664978027;119.32865566107878;54.58989681045872
212;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;121.2865035533905;0.0196361541748046;86.85521672465279;51.89434095604519
213;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;232.54427313804624;0.0210418701171875;87.56299947464626;52.07030232033703
214;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;336.5537693500519;0.0197076797485351;92.06632212445707;51.85587701277481
215;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;773.3856847286224;0.0228493213653564;117.88024915083612;56.8531537829368
216;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;24;zscore;10.658900499343872;0.4357290267944336;118.30146117760516;65.83586332474451
217;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;48;zscore;12.507516384124756;0.3586857318878174;110.6218694328001;61.3284607621918
218;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;72;zscore;15.940632581710815;0.428239107131958;113.60535071337782;61.85031181864609
219;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;168;zscore;29.62806606292725;0.4624955654144287;118.1913827337609;58.57996092165477
220;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;24;zscore;31.550726652145386;0.043807029724121;136.17644481523092;73.18452594196386
221;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;48;zscore;63.38810110092163;0.0445268154144287;142.87474783910687;75.34444013380455
222;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;72;zscore;96.06907510757446;0.0551948547363281;148.7831035554333;76.20696737060571
223;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;168;zscore;222.35115265846247;0.0553627014160156;167.65288821217612;81.22805803659398
224;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;131.11908769607544;0.0200710296630859;112.21009828631897;64.49532709818745
225;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;248.70944261550903;0.0229828357696533;102.71421461880438;59.60919019205667
226;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;366.0007905960083;0.0199277400970459;99.59922130334186;53.41737912992979
227;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;819.3161044120789;0.0233340263366699;117.8043723649271;58.00772144616127
228;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;24;zscore;12.45229172706604;0.3854050636291504;117.893464264554;69.74672788085367
229;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;48;zscore;17.235764503479004;0.4783973693847656;112.10903708723976;65.62307988948224
230;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;72;zscore;23.476248741149902;0.4142475128173828;114.04515930374068;64.62309457407122
231;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;168;zscore;46.54195928573608;0.4709813594818115;125.2086998226297;62.837853487979245
232;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;24;zscore;49.62318301200867;0.0545051097869873;146.3533754093438;85.14302132544303
233;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;48;zscore;101.82475233078004;0.0548806190490722;153.6663282202627;86.95768284480272
234;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;72;zscore;150.0653395652771;0.0446436405181884;160.09107899606286;89.0831939670549
235;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;168;zscore;349.6775939464569;0.0454506874084472;179.6903776883162;96.99831736667689
236;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;182.67155528068545;0.0237696170806884;101.29551851501166;60.26992858829173
237;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;349.7540354728699;0.0290722846984863;104.4335878582517;60.01099381616606
238;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;518.3571226596832;0.0279929637908935;104.76687710565984;57.69127431325549
239;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;1187.3239526748655;0.0304038524627685;124.42339945823151;61.10176843009755
240;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;m5p;(10 25);24;24;zscore;8.165441036224365;0.309319257736206;14.709222898430388;25.672289316855164
241;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;m5p;(10 25);24;48;zscore;10.073606252670288;0.3682506084442138;14.655305551504894;25.467961672805444
242;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;m5p;(10 25);24;72;zscore;11.617361545562744;0.5148561000823975;15.143082857502892;27.02989024934837
243;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;m5p;(10 25);24;168;zscore;19.014148235321045;0.4261939525604248;14.041616280344927;24.79512788348477
244;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;rf;(300 10 4 1);24;24;zscore;22.090826511383057;0.0540440082550048;13.475096089126804;23.254669537118914
245;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;rf;(300 10 4 1);24;48;zscore;38.53905773162842;0.0543398857116699;13.221759258715505;22.771061116519924
246;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;rf;(300 10 4 1);24;72;zscore;55.21544551849365;0.0544967651367187;13.182034684162256;22.983883689451165
247;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;rf;(300 10 4 1);24;168;zscore;123.21119141578674;0.0447542667388916;12.5518204746137;22.09886639580232
248;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;102.22338151931764;0.0194506645202636;15.820117592726453;28.19972497777874
249;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;164.40364599227905;0.0217533111572265;16.00072607460214;28.42723922043769
250;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;235.4058558940888;0.0217323303222656;16.272603616016504;29.542273447222097
251;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;487.0780265331268;0.0279185771942138;13.750030197331975;25.619912913323624
252;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;m5p;(10 25);24;24;zscore;10.999919652938845;0.4493637084960937;12.477508282604472;21.667817967552235
253;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;m5p;(10 25);24;48;zscore;13.05175256729126;0.4199578762054443;13.271021702307925;23.27957114659956
254;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;m5p;(10 25);24;72;zscore;16.055750131607056;0.4447875022888183;13.29969954813846;23.49469060203273
255;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;m5p;(10 25);24;168;zscore;29.109349250793457;0.4449377059936523;13.397548298110486;24.618831023032293
256;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;rf;(300 10 4 1);24;24;zscore;38.72212100028992;0.0543298721313476;13.24829436304685;23.384590817708663
257;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;rf;(300 10 4 1);24;48;zscore;68.1091136932373;0.0779025554656982;13.8564058025364;24.92152218149707
258;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;rf;(300 10 4 1);24;72;zscore;101.0631902217865;0.0549261569976806;13.731630584750684;24.865577813926457
259;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;rf;(300 10 4 1);24;168;zscore;219.3240866661072;0.0566561222076416;16.762542628415748;31.8949671740535
260;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;159.16926455497742;0.021540880203247;13.021444704375837;23.171392616377627
261;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;275.35163044929504;0.0228803157806396;12.75671126734141;22.965051746502866
262;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;390.20662093162537;0.0245802402496337;12.672537819644688;22.816255209891896
263;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;845.5744171142578;0.0321485996246337;12.10149857016322;22.01837602594242
264;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;m5p;(10 25);24;24;zscore;14.84265637397766;0.3968191146850586;26.07538770502049;51.88046282278711
265;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;m5p;(10 25);24;48;zscore;19.194350719451904;0.4513859748840332;24.11446472304712;49.24516161601242
266;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;m5p;(10 25);24;72;zscore;24.65621519088745;0.4225308895111084;23.70209369655252;47.32815784745931
267;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;m5p;(10 25);24;168;zscore;45.20701122283936;0.405102014541626;34.20665209708537;67.73004105827671
268;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;rf;(300 10 4 1);24;24;zscore;70.67301511764526;0.0444531440734863;24.67195968653039;51.43785768177663
269;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;rf;(300 10 4 1);24;48;zscore;116.05336928367616;0.0580201148986816;24.2645316012672;51.15564077712384
270;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;rf;(300 10 4 1);24;72;zscore;168.06147265434265;0.0444288253784179;21.766973682617813;44.2869316011051
271;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;rf;(300 10 4 1);24;168;zscore;350.8098142147064;0.0557572841644287;22.39223141831108;46.120279194750886
272;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;266.3047921657562;0.0243325233459472;23.59084048068652;47.7687205666263
273;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;426.6653025150299;0.0322394371032714;23.513553735022228;48.54620289677699
274;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-01-01 00:00:00 - 2022-01-01 00:00:00;2022-01-01 00:00:00 - 2022-02-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;605.7925758361816;0.0253465175628662;22.136483797646942;44.37571460143899
